,NAME,Proportion_of_married-couple_families_below_the_poverty_level_where_householder_did_not_graduate_high_school,Proportion_of_married-couple_families_below_the_poverty_level_where_householder's_highest_education_=_high_school_graduate/equivalent,Proportion_of_married-couple_families_below_the_poverty_level_where_householder's_highest_education_=_some_college_or_associate's_degree,Proportion_of_married-couple_families_below_the_poverty_level_where_householder's_highest_education_level_=_bachelor's_degree_or_higher,Proportion_of_female-householder_families_below_the_poverty_level_where_householder_did_not_graduate_high_school,Proportion_of_female-householder_families_below_the_poverty_level_where_householder's_highest_education_=_high_school_graduate/equivalent,Proportion_of_female-householder_families_below_the_poverty_level_where_householder's_highest_education_=_some_college_or_associate's_degree,Proportion_of_female-householder_families_below_the_poverty_level_where_householder's_highest_education_level_=_bachelor's_degree_or_higher
2708,60451,0.08695652173913043,0.008663366336633664,0.004059040590405904,0.005562913907284768,0.0,0.0962566844919786,0.233983286908078,0.19166666666666668
2709,60456,0.0,0.02666666666666667,0.0,0.0,0.0,0.5652173913043478,0.0,0.0
2710,60473,0.075,0.15620827770360482,0.029970029970029972,0.023036649214659685,0.22033898305084745,0.10098522167487685,0.2069408740359897,0.02857142857142857
2711,60476,0.0,0.06538461538461539,0.05172413793103448,0.0,0.0,0.10752688172043011,0.13513513513513514,0.0
2712,60477,0.3629032258064516,0.07785642062689585,0.060361399461745485,0.024160060400151,0.3855421686746988,0.1174934725848564,0.27413127413127414,0.06378600823045268
2713,60517,0.0,0.07232267037552156,0.017905588714053174,0.01819560272934041,0.36585365853658536,0.0738255033557047,0.16666666666666666,0.0
2714,60518,0.0,0.06134969325153374,0.05166051660516605,0.07692307692307693,0.4642857142857143,0.02127659574468085,0.14035087719298245,0.0
2715,60523,0.0,0.0,0.0,0.008370535714285714,0.0,0.0,0.0,0.3959731543624161
2716,60542,0.06422018348623854,0.05333333333333334,0.0,0.011730205278592375,0.0,0.0,0.0,0.0
2717,60545,0.0,0.13190184049079753,0.07947976878612717,0.0,0.0,0.29411764705882354,0.0,0.6142857142857143
2718,60551,0.030612244897959183,0.0380952380952381,0.0,0.14705882352941177,0.0,0.42857142857142855,0.07766990291262135,0.0
2719,60564,0.0,0.11221122112211221,0.019424460431654675,0.011201509255983963,0.0,0.0,0.08550185873605948,0.18556701030927836
2720,60612,0.3258426966292135,0.09601873536299765,0.03374233128834356,0.01094391244870041,0.5326633165829145,0.41898864809081526,0.4003228410008071,0.08115183246073299
2721,60613,0.25,0.33055555555555555,0.0686046511627907,0.002325581395348837,0.40350877192982454,0.18,0.08196721311475409,0.05138339920948617
2722,60617,0.10853909465020577,0.09972941631233088,0.08743409490333919,0.014906832298136646,0.4576043068640646,0.39517543859649124,0.2746726285531779,0.12294543063773833
2723,60618,0.12293025589563472,0.12335526315789473,0.030448717948717948,0.01701258931609391,0.5092592592592593,0.27838427947598254,0.15779283639883834,0.05819158460161146
2724,60624,0.24413145539906103,0.24586776859504134,0.26749611197511663,0.030405405405405407,0.5756097560975609,0.48443735035913804,0.3605212355212355,0.20380434782608695
2725,60626,0.2258485639686684,0.21456953642384105,0.112,0.04091845746246688,0.7913043478260869,0.4927797833935018,0.4089506172839506,0.1188118811881188
2726,60630,0.17045454545454544,0.09852820932134096,0.02937365010799136,0.019784172661870502,0.422680412371134,0.18612521150592218,0.10997442455242967,0.1908831908831909
2727,60632,0.1758413193670604,0.10955284552845529,0.06526406182911121,0.09208261617900172,0.38144329896907214,0.3784119106699752,0.3187294633077766,0.15692307692307692
2728,60645,0.13186813186813187,0.27982062780269057,0.07222586999343401,0.047857142857142855,0.46473029045643155,0.19272727272727272,0.47544204322200395,0.20098039215686275
2729,60653,0.275,0.20134228187919462,0.081145584725537,0.03368083400160385,0.668918918918919,0.41592039800995023,0.40094899169632264,0.11350293542074363
2730,60506,0.19728729963008632,0.06354855109303507,0.0339663988312637,0.006939625260235947,0.31420765027322406,0.3796711509715994,0.18590240123934934,0.08536585365853659
2733,60525,0.0,0.018581081081081082,0.003067484662576687,0.013637490701710886,0.13333333333333333,0.12301587301587301,0.05307855626326964,0.0
2735,60543,0.0,0.0,0.0,0.0053939962476547846,0.0,0.0,0.024691358024691357,0.025518341307814992
2736,60559,0.28169014084507044,0.06779661016949153,0.034031413612565446,0.02632628639808536,0.29310344827586204,0.2929936305732484,0.3504273504273504,0.08116883116883117
2738,60657,0.0,0.04265402843601896,0.0,0.008681100303315552,0.0,0.23648648648648649,0.10112359550561797,0.014975041597337771
2739,60659,0.3089430894308943,0.1873713109128346,0.1144538914323087,0.10586835844567803,0.3144208037825059,0.4082687338501292,0.3333333333333333,0.05396825396825397
2740,60707,0.08324552160168598,0.03292181069958848,0.012487992315081652,0.015986537652503154,0.2986577181208054,0.23722627737226276,0.1775486827033219,0.08102345415778252
2741,60714,0.09049773755656108,0.08972602739726028,0.07692307692307693,0.04329004329004329,0.3088235294117647,0.2,0.09342560553633218,0.012096774193548387
2742,60804,0.10063935590812219,0.07777777777777778,0.03273244781783681,0.03467561521252797,0.29460093896713613,0.2359322033898305,0.3188831741366642,0.18686868686868688
2743,60056,0.03428571428571429,0.06111967128916281,0.023788015657934355,0.01854690374003679,0.27906976744186046,0.18232044198895028,0.09698996655518395,0.041584158415841586
2744,60193,0.175704989154013,0.03722261989978525,0.020092088740058602,0.03307766059443912,0.0,0.16501650165016502,0.13052208835341367,0.021653543307086614
2747,60107,0.017013232514177693,0.04814814814814815,0.030834914611005692,0.008998435054773083,0.0,0.24436090225563908,0.18902439024390244,0.11239193083573487
2749,68949,0.0,0.0,0.036395147313691506,0.02032520325203252,0.4,0.3076923076923077,0.9069767441860465,0.0
2752,61761,0.0898876404494382,0.05492589363557106,0.040365209034118214,0.015831706788115376,0.061224489795918366,0.3252336448598131,0.2893175074183976,0.10580204778156997
2753,61764,0.06451612903225806,0.02912621359223301,0.06618705035971223,0.02927927927927928,0.925531914893617,0.44,0.3003003003003003,0.0
2754,61802,0.463855421686747,0.03420195439739414,0.02867383512544803,0.021725239616613417,0.7720588235294118,0.3652173913043478,0.42138364779874216,0.0
2755,61842,0.8923076923076924,0.0,0.0,0.0,0.0,0.0,0.4864864864864865,0.0
2756,61911,0.08870967741935484,0.09606986899563319,0.03862660944206009,0.03804347826086957,0.0,0.0,0.37777777777777777,0.0
2757,61920,0.0,0.16833333333333333,0.01981132075471698,0.005593536357986327,0.8301886792452831,0.44536082474226807,0.5609137055837563,0.08
2758,61953,0.0,0.17966101694915254,0.0,0.021164021164021163,0.0,0.0,1.0,0.36538461538461536
2760,61615,0.1134020618556701,0.06512605042016807,0.010007147962830594,0.0062871114215857496,0.5172413793103449,0.36363636363636365,0.13370473537604458,0.0
2761,62341,0.0,0.0,0.0,0.0,0.2962962962962963,0.17307692307692307,0.4857142857142857,0.0
2762,62353,0.0,0.08518518518518518,0.02843601895734597,0.0,0.0,0.5,0.4107142857142857,0.0
2763,62995,0.3076923076923077,0.015,0.04709141274238227,0.0,0.17647058823529413,0.0,0.4057971014492754,0.2
2764,62441,0.3870967741935484,0.08319738988580751,0.017921146953405017,0.0,1.0,0.37209302325581395,0.125,0.0
2765,62447,0.16666666666666666,0.052434456928838954,0.04513888888888889,0.049723756906077346,1.0,0.3225806451612903,0.22,0.18181818181818182
2766,62466,0.27419354838709675,0.08421052631578947,0.037037037037037035,0.015748031496062992,0.3125,0.3220338983050847,0.26136363636363635,0.0
2768,62550,0.0,0.009478672985781991,0.11328125,0.0,1.0,0.0,0.06451612903225806,0.5
2769,62024,0.0,0.03924646781789639,0.031198686371100164,0.0,1.0,0.1509433962264151,0.41739130434782606,0.0
2771,67013,0.5849056603773585,0.0867579908675799,0.02631578947368421,0.0,0.08695652173913043,0.5454545454545454,0.16666666666666666,0.40540540540540543
2772,67042,0.12844036697247707,0.11065006915629322,0.032624113475177303,0.012720156555772993,0.0,0.4075342465753425,0.24175824175824176,0.0
2774,68022,0.0,0.0,0.0,0.006421782686873876,0.5263157894736842,0.0,0.13930348258706468,0.0351288056206089
2775,68048,0.1984126984126984,0.059602649006622516,0.020689655172413793,0.013500482160077145,0.0,0.5952380952380952,0.16666666666666666,0.2033898305084746
2777,68779,0.0,0.05185185185185185,0.0,0.0,0.0,0.0,0.16216216216216217,1.0
2778,68788,0.0,0.0,0.05625,0.0,0.0,1.0,0.20454545454545456,0.0
2781,68847,0.4372623574144487,0.02079722703639515,0.04861111111111111,0.0,0.5,0.3185840707964602,0.28363636363636363,0.10416666666666667
2782,68901,0.1934673366834171,0.037864077669902914,0.02455795677799607,0.002688172043010753,0.7578125,0.21180555555555555,0.20718232044198895,0.2169811320754717
2784,68061,0.0,0.12837837837837837,0.03317535545023697,0.0,0.6851851851851852,0.625,0.27586206896551724,0.5714285714285714
2785,68123,0.06796116504854369,0.030334728033472803,0.015322874863188618,0.006086427267194157,0.1935483870967742,0.2074074074074074,0.1989795918367347,0.02518891687657431
2787,68122,0.0,0.042440318302387266,0.0,0.01059322033898305,0.0,0.5407407407407407,0.49382716049382713,0.0
2788,68138,0.0,0.0,0.024945770065075923,0.0032546786004882017,0.68,0.5,0.20394736842105263,0.0
2789,57032,0.0,0.03597122302158273,0.03271028037383177,0.0,0.0,0.0,0.12807881773399016,0.0
2790,57064,0.0,0.012618296529968454,0.022328548644338118,0.0,0.0,0.5555555555555556,0.0,0.0
2791,57103,0.23598130841121495,0.03506493506493506,0.028086910439851617,0.00815494393476045,0.4602510460251046,0.3283018867924528,0.16009280742459397,0.0
2792,57106,0.2445414847161572,0.02368421052631579,0.023464458247066944,0.008892841262783458,0.42142857142857143,0.394856278366112,0.06846673095467695,0.0
2793,57028,0.16326530612244897,0.0,0.048327137546468404,0.012345679012345678,1.0,0.0,0.21052631578947367,0.17647058823529413
2794,57078,0.04205607476635514,0.0,0.026064291920069503,0.0267639902676399,0.29850746268656714,0.0,0.16279069767441862,0.0
2795,57201,0.15544041450777202,0.026486168334314303,0.013492475350285417,0.005312084993359893,0.3291139240506329,0.49246231155778897,0.5421052631578948,0.16379310344827586
2797,57701,0.07692307692307693,0.017184401850627893,0.021846661170651278,0.013221153846153846,0.8952879581151832,0.4017632241813602,0.44274809160305345,0.1435523114355231
2799,71635,0.1601423487544484,0.011917659804983749,0.04203821656050955,0.07874015748031496,0.8349514563106796,0.1718213058419244,0.4166666666666667,0.0
2800,71639,0.37358490566037733,0.03359173126614987,0.11428571428571428,0.0,0.5393939393939394,0.3108108108108108,0.3592814371257485,0.0
2801,71671,0.22440944881889763,0.0374331550802139,0.06361323155216285,0.017326732673267328,0.819047619047619,0.452914798206278,0.06,0.24193548387096775
2804,71602,0.24705882352941178,0.1162109375,0.0713489409141583,0.021739130434782608,0.8384615384615385,0.4520547945205479,0.3075117370892019,0.3049645390070922
2805,71638,0.26865671641791045,0.0,0.0,0.0,0.40540540540540543,0.5196850393700787,0.7727272727272727,0.0
2806,71836,0.10638297872340426,0.14410480349344978,0.0,0.0,0.4090909090909091,0.10344827586206896,0.26666666666666666,0.0
2808,71373,0.18181818181818182,0.25135135135135134,0.0642570281124498,0.0,0.0,0.08762886597938144,0.4605263157894737,0.0
2809,71449,0.0,0.06451612903225806,0.04472843450479233,0.03428571428571429,0.2549019607843137,0.46634615384615385,0.1702127659574468,0.0
2811,71342,0.5166666666666667,0.10608695652173913,0.16541353383458646,0.05217391304347826,0.17647058823529413,0.3497942386831276,0.39849624060150374,0.0
2812,71360,0.35767790262172283,0.054732775273663874,0.019026301063234472,0.0,0.7508090614886731,0.4772727272727273,0.21195219123505976,0.08641975308641975
2813,71403,0.15789473684210525,0.19402985074626866,0.019672131147540985,0.0,0.0,0.0,0.5205479452054794,0.4594594594594595
2816,68748,0.16129032258064516,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.6410256410256411,0.0
2818,68462,0.0,0.0,0.0,0.01507537688442211,0.0,0.6818181818181818,0.3488372093023256,0.0
2819,68516,0.056,0.01611170784103115,0.024587612822906942,0.010901728702694284,0.0,0.155893536121673,0.2540792540792541,0.013192612137203167
2821,70819,0.0,0.0,0.0,0.0,0.40310077519379844,0.10294117647058823,0.34285714285714286,0.0
2822,70431,0.0970873786407767,0.04931972789115646,0.0,0.07389162561576355,0.37777777777777777,0.0,0.5636363636363636,0.0
2823,70445,0.21818181818181817,0.012987012987012988,0.03885135135135135,0.0594855305466238,0.0,0.5798319327731093,0.5151515151515151,0.0
2824,70447,0.0,0.0223463687150838,0.0,0.0015321756894790602,0.0,0.0,0.29896907216494845,0.3343949044585987
2825,59644,0.5517241379310345,0.0,0.0,0.0,0.2727272727272727,0.0,0.4230769230769231,0.0
2826,59741,0.0,0.010752688172043012,0.010282776349614395,0.011363636363636364,0.0,0.0,0.0,0.23076923076923078
2827,59804,0.0,0.03684210526315789,0.016359918200409,0.023350253807106598,0.8409090909090909,1.0,0.0,0.4805194805194805
2828,59864,0.3394495412844037,0.13910761154855644,0.15948275862068967,0.009345794392523364,0.6904761904761905,0.20430107526881722,0.5223880597014925,0.23333333333333334
2829,59870,0.0,0.05070422535211268,0.02638888888888889,0.02768549280177187,1.0,0.41025641025641024,0.22772277227722773,0.0
2830,59201,0.275,0.2132701421800948,0.08870967741935484,0.06944444444444445,0.75,0.5555555555555556,0.44715447154471544,0.0
2831,59912,0.0,0.08529155787641428,0.03727369542066028,0.02118270079435128,1.0,0.0,0.3281853281853282,0.2619047619047619
2832,59935,0.6875,0.06666666666666667,0.02284263959390863,0.0,0.0,0.2857142857142857,0.38461538461538464,0.17391304347826086
2833,59404,0.09202453987730061,0.03615886188500297,0.014900662251655629,0.007237122179650915,0.15789473684210525,0.3803418803418803,0.3392857142857143,0.061068702290076333
2834,62223,0.037037037037037035,0.0,0.021705426356589147,0.0,0.0,0.3684210526315789,0.24661246612466126,0.10416666666666667
2836,62239,0.0,0.0,0.07142857142857142,0.0,0.0,0.45161290322580644,0.3368421052631579,0.6981132075471698
2838,62220,0.0,0.0273972602739726,0.06902815622161672,0.018198362147406732,0.0,0.5476190476190477,0.34026465028355385,0.10096153846153846
2842,67663,0.0,0.04487179487179487,0.004273504273504274,0.0,0.0,0.0967741935483871,0.0,0.0
2844,67212,0.15384615384615385,0.01896813353566009,0.01583873290136789,0.0117827868852459,0.6838235294117647,0.29430379746835444,0.11306532663316583,0.08403361344537816
2845,67220,0.12972972972972974,0.1390728476821192,0.030303030303030304,0.0,0.75,0.11711711711711711,0.11888111888111888,0.0
2846,67226,0.40816326530612246,0.15885416666666666,0.013320647002854425,0.014787430683918669,0.6363636363636364,0.0,0.1863905325443787,0.29646017699115046
2847,67230,0.0,0.14242424242424243,0.0,0.004644681839294009,0.0,0.16,0.0,0.0
2850,67846,0.09765377298668358,0.046139359698681735,0.020043336944745395,0.013020833333333334,0.5318627450980392,0.3608815426997245,0.12581344902386118,0.041666666666666664
2851,67601,0.1650485436893204,0.0,0.051457975986277875,0.01456082667919211,1.0,0.32142857142857145,0.40451745379876797,0.15789473684210525
2852,68105,0.1716171617161716,0.04468412942989214,0.05897771952817824,0.01270772238514174,0.6951219512195121,0.49327354260089684,0.22613065326633167,0.34101382488479265
2853,68106,0.046052631578947366,0.04093567251461988,0.025331724969843185,0.007779772591262717,0.3953488372093023,0.06153846153846154,0.16397228637413394,0.0660377358490566
2854,68110,0.39090909090909093,0.15060240963855423,0.05113636363636364,0.09090909090909091,0.13076923076923078,0.27450980392156865,0.26595744680851063,0.2111111111111111
2855,68111,0.20316027088036118,0.25283630470016205,0.10694183864915573,0.023255813953488372,0.6017316017316018,0.3702770780856423,0.36404494382022473,0.15454545454545454
2856,68114,0.0,0.0,0.017507723995880537,0.030922693266832918,0.5789473684210527,0.062146892655367235,0.27111111111111114,0.0
2857,68117,0.0,0.043478260869565216,0.04156479217603912,0.0,0.0,0.10975609756097561,0.235,0.4375
2858,68134,0.06748466257668712,0.024390243902439025,0.01887871853546911,0.022604422604422605,0.6121212121212121,0.24836601307189543,0.2694805194805195,0.07253886010362694
2859,68135,0.0,0.03694581280788178,0.0,0.010446765947988441,0.0,0.0,0.10106382978723404,0.0
2860,68154,0.0,0.0661764705882353,0.009319664492078284,0.011754068716094032,0.0,0.3963963963963964,0.14689265536723164,0.06143344709897611
2861,70785,0.0,0.04108858057630736,0.02634054562558796,0.0,0.42138364779874216,0.6119402985074627,0.20463320463320464,0.05466237942122187
2862,70003,0.2625,0.04601769911504425,0.026127265065318164,0.02073019801980198,0.21100917431192662,0.1807909604519774,0.13843888070692195,0.062111801242236024
2863,70006,0.2037914691943128,0.008253094910591471,0.0,0.0,0.6736842105263158,0.44150943396226416,0.3673469387755102,0.4015748031496063
2864,70043,0.23846153846153847,0.048134777376654635,0.06063720452209661,0.030612244897959183,0.6608391608391608,0.48828125,0.3260340632603406,0.10185185185185185
2865,62230,0.0,0.004149377593360996,0.037227214377406934,0.0,0.0,0.0,0.0,0.0
2866,62237,0.0,0.0045662100456621,0.010309278350515464,0.022058823529411766,0.0,0.0,0.18181818181818182,0.0
2867,62258,0.10112359550561797,0.0,0.022135416666666668,0.0,0.9130434782608695,0.11678832116788321,0.0,0.05555555555555555
2868,62257,0.12121212121212122,0.04411764705882353,0.0,0.0,0.5,0.6153846153846154,0.0,0.0
2869,62269,0.3055555555555556,0.0,0.0,0.013474494706448507,0.0,0.25,0.06645569620253164,0.060126582278481014
2872,60491,0.0,0.021314387211367674,0.02408256880733945,0.014118596208148447,0.0,0.4888888888888889,0.23295454545454544,0.0
2873,60502,0.14285714285714285,0.02865329512893983,0.012127894156560088,0.0019390581717451524,0.2631578947368421,0.0,0.14285714285714285,0.08455882352941177
2875,60527,0.1111111111111111,0.027247956403269755,0.019113814074717638,0.00869167429094236,0.0,0.7354260089686099,0.5656565656565656,0.12056737588652482
2877,60586,0.1297071129707113,0.01339046598821639,0.0015644555694618273,0.0,0.0,0.28879310344827586,0.09464508094645081,0.03838771593090211
2878,60642,0.7441860465116279,0.0,0.0,0.0,0.2604166666666667,0.39325842696629215,0.2791666666666667,0.05925925925925926
2879,60656,0.032119914346895075,0.05286343612334802,0.02390438247011952,0.028335724533715925,0.4148936170212766,0.19937694704049844,0.17002881844380405,0.04119850187265917
2880,60096,0.0,0.033003300330033,0.011023622047244094,0.0,0.0,0.14285714285714285,0.0,0.0
2881,60416,0.0,0.017035775127768313,0.09726775956284153,0.0,0.0,0.16806722689075632,0.05921052631578947,0.0
2882,60546,0.0,0.04708520179372197,0.0,0.004338394793926247,0.0,0.11920529801324503,0.29304029304029305,0.09667673716012085
2883,60628,0.1579925650557621,0.06173913043478261,0.012896825396825396,0.04513888888888889,0.3872502378686965,0.3392857142857143,0.2923222152297042,0.1307639366827254
2884,60480,0.24444444444444444,0.0,0.0,0.0,0.0,0.603448275862069,0.0,0.0
2886,60641,0.09731373542828181,0.10285006195786865,0.024793388429752067,0.014140411808484247,0.2600502512562814,0.15994020926756353,0.184688995215311,0.11892583120204604
2887,60942,0.29333333333333333,0.038461538461538464,0.04216867469879518,0.051643192488262914,1.0,0.22,0.20394736842105263,0.0
2888,60450,0.10196078431372549,0.06510607168983175,0.03848620910840282,0.01015625,0.18840579710144928,0.04481792717086835,0.17303370786516853,0.0
2889,61410,0.0,0.07272727272727272,0.0,0.056338028169014086,0.30303030303030304,0.0,0.5436893203883495,0.0
2890,61362,0.15671641791044777,0.03459119496855346,0.020151133501259445,0.0,1.0,0.5981308411214953,0.16666666666666666,0.0
2891,68152,0.23255813953488372,0.02570694087403599,0.008565310492505354,0.0,0.0,0.0,0.20218579234972678,0.0
2892,58503,0.07432432432432433,0.10469011725293133,0.014196675900277008,0.0,0.0,0.19047619047619047,0.5399239543726235,0.0
2893,58012,0.42857142857142855,0.0,0.0,0.020689655172413793,0.0,0.6666666666666666,0.0,0.0
2895,58201,0.1044776119402985,0.009775171065493646,0.03850509626274066,0.03730542136339238,0.11607142857142858,0.3070607553366174,0.16976127320954906,0.10810810810810811
2896,58540,0.0,0.01875,0.06501547987616099,0.0,0.7333333333333333,0.40476190476190477,0.3541666666666667,0.35294117647058826
2898,58601,0.08368200836820083,0.019984627209838585,0.002001000500250125,0.0341055341055341,0.0,0.27692307692307694,0.5,0.28125
2899,58701,0.0,0.022697795071335927,0.002982107355864811,0.008490566037735849,0.3424657534246575,0.5393939393939394,0.5333333333333333,0.0
2900,58703,0.0603448275862069,0.028535980148883373,0.02992957746478873,0.0,0.0,0.2754491017964072,0.4073107049608355,0.0
2901,58523,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2902,58301,0.1415929203539823,0.04365079365079365,0.0,0.0,0.0,0.8214285714285714,0.42073170731707316,0.2682926829268293
2903,60803,0.012376237623762377,0.01483679525222552,0.05873715124816446,0.03309692671394799,0.34523809523809523,0.18461538461538463,0.10586011342155009,0.05701754385964912
2904,60954,0.15789473684210525,0.0,0.0,0.0,0.0,0.2653061224489796,0.15853658536585366,0.0
2905,60187,0.2882882882882883,0.11886792452830189,0.060077519379844964,0.013169642857142857,0.8,0.2152777777777778,0.0,0.03292181069958848
2906,60164,0.19121951219512195,0.055495103373231776,0.0,0.018442622950819672,0.41044776119402987,0.3601190476190476,0.08157099697885196,0.0
2908,68164,0.046948356807511735,0.05386178861788618,0.025529265255292654,0.0065832784726793945,0.5384615384615384,0.1978021978021978,0.2581967213114754,0.19504132231404958
2909,68352,0.21621621621621623,0.026415094339622643,0.09455587392550144,0.0,0.0,0.32407407407407407,0.14925373134328357,0.0
2910,68701,0.0,0.044382801664355064,0.029717150017901896,0.01877649909145972,0.2972972972972973,0.44642857142857145,0.37678207739307534,0.17333333333333334
2911,68128,0.0,0.014157014157014158,0.0071151358344113845,0.0,0.0,0.36134453781512604,0.11284046692607004,0.038461538461538464
2913,68147,0.06299212598425197,0.01757469244288225,0.01455604075691412,0.0,0.0,0.3526570048309179,0.3699421965317919,0.0
2915,68046,0.08641975308641975,0.05977584059775841,0.010230179028132993,0.014816966879721092,0.0,0.0,0.23564954682779457,0.06557377049180328
2917,67010,0.03076923076923077,0.029411764705882353,0.028037383177570093,0.012761020881670533,0.5789473684210527,0.47058823529411764,0.23469387755102042,0.1532258064516129
2918,71429,0.07894736842105263,0.0,0.0,0.0,1.0,0.302158273381295,0.1111111111111111,0.0
2919,71446,0.13100436681222707,0.07907742998352553,0.042286609240407204,0.02434077079107505,0.6797752808988764,0.45598194130925507,0.2923076923076923,0.15083798882681565
2920,70506,0.22962962962962963,0.09053156146179402,0.055455093429776975,0.019951140065146578,0.5059952038369304,0.23581336696090793,0.21348314606741572,0.04208416833667335
2921,70515,0.5647058823529412,0.20588235294117646,0.0,0.43137254901960786,0.6,1.0,0.5454545454545454,0.0
2922,70611,0.07909604519774012,0.0193596425912137,0.030183727034120734,0.015384615384615385,0.4875,0.36363636363636365,0.47419354838709676,0.07894736842105263
2923,70722,0.0,0.0,0.016339869281045753,0.0,0.0,0.31543624161073824,0.313953488372093,0.4090909090909091
2925,70754,0.2739273927392739,0.05461056401074306,0.0025906735751295338,0.0,0.19672131147540983,0.148,0.4222222222222222,0.0
2926,70052,0.0,0.026143790849673203,0.0,0.0,1.0,0.5742574257425742,0.0,1.0
2927,70113,0.2,0.23076923076923078,0.21951219512195122,0.0949367088607595,0.32786885245901637,0.49206349206349204,0.4423076923076923,0.0
2928,70346,0.21794871794871795,0.11947626841243862,0.10858585858585859,0.0,0.6772151898734177,0.6182432432432432,0.3483606557377049,0.16
2929,70002,0.022727272727272728,0.1078838174273859,0.0,0.02041702867072111,0.5956284153005464,0.10483870967741936,0.13968957871396895,0.1
2931,70037,0.09448818897637795,0.02875,0.011005135730007337,0.015625,0.2727272727272727,0.3047337278106509,0.4830508474576271,0.10227272727272728
2932,70071,0.26785714285714285,0.01824817518248175,0.0,0.0,0.47058823529411764,0.21138211382113822,0.0,0.0
2933,70072,0.12191872085276483,0.08408192597915919,0.04332992152848857,0.015508021390374332,0.441726618705036,0.26879271070615035,0.27532290958531613,0.03538461538461538
2934,70075,0.1864406779661017,0.1551155115511551,0.0,0.01282051282051282,1.0,0.0,0.2638888888888889,0.0
2936,70087,0.0,0.0,0.0,0.0,0.7674418604651163,0.5620437956204379,0.18305084745762712,0.0
2937,70128,0.0,0.20098039215686275,0.010089686098654708,0.0,0.47183098591549294,0.33430232558139533,0.35244755244755244,0.11299435028248588
2939,70374,0.0,0.008902077151335312,0.0,0.0,0.12962962962962962,0.4050632911392405,0.2727272727272727,0.11904761904761904
2940,70656,0.6173913043478261,0.03350515463917526,0.16666666666666666,0.19736842105263158,0.881578947368421,0.4166666666666667,1.0,0.0
2941,70665,0.03355704697986577,0.04052098408104197,0.1053268765133172,0.023622047244094488,0.0,0.2987012987012987,0.4897959183673469,1.0
2942,70711,0.18823529411764706,0.08823529411764706,0.16887417218543047,0.0,0.0,0.41509433962264153,0.16363636363636364,0.0
2943,70719,0.0,0.024390243902439025,0.13903743315508021,0.011799410029498525,0.0,0.0,0.6551724137931034,0.0
2945,70657,0.0,0.056962025316455694,0.06116207951070336,0.09424083769633508,1.0,0.2727272727272727,0.0,0.0
2947,70809,0.0,0.05983889528193326,0.021834061135371178,0.006882312456985547,0.0,0.09090909090909091,0.35195530726256985,0.09119496855345911
2948,70812,0.2077922077922078,0.03678929765886288,0.06971677559912855,0.0,0.39461883408071746,0.4750889679715303,0.38996138996138996,0.21428571428571427
2949,70427,0.049707602339181284,0.08181818181818182,0.05325443786982249,0.04279279279279279,0.6300448430493274,0.448210922787194,0.5940298507462687,0.0
2950,70443,0.06128133704735376,0.16711590296495957,0.054466230936819175,0.0,0.4642857142857143,0.7914691943127962,0.48717948717948717,0.41379310344827586
2952,57042,0.14285714285714285,0.07765151515151515,0.047619047619047616,0.0,0.0,0.0,0.0,0.0
2953,71463,0.31690140845070425,0.037758830694275276,0.1337719298245614,0.0,0.08771929824561403,0.1728395061728395,0.2546583850931677,0.3793103448275862
2954,71469,0.44285714285714284,0.05925925925925926,0.05555555555555555,0.0,0.45454545454545453,0.0,0.25,0.0
2955,71486,0.1103448275862069,0.13972602739726028,0.037383177570093455,0.06422018348623854,0.7285714285714285,0.46774193548387094,0.5116279069767442,0.0
2957,71653,0.06015037593984962,0.0,0.14885496183206107,0.0,0.2857142857142857,0.4883720930232558,1.0,0.07142857142857142
2958,71665,0.2222222222222222,0.05058365758754864,0.053452115812917596,0.0,0.18181818181818182,0.49122807017543857,0.4453125,0.25
2959,71038,0.33636363636363636,0.37916666666666665,0.0380952380952381,0.0,0.5344827586206896,0.3769230769230769,0.42857142857142855,0.3888888888888889
2961,71433,0.35185185185185186,0.0,0.10526315789473684,0.0,0.0,0.33636363636363636,0.30851063829787234,0.5555555555555556
2963,71743,0.25862068965517243,0.03755868544600939,0.018404907975460124,0.0,0.4523809523809524,0.7849462365591398,0.19047619047619047,0.0
2965,71483,0.2752808988764045,0.056577086280056574,0.09856262833675565,0.028846153846153848,0.2734375,0.434375,0.4012738853503185,0.0
2966,71646,0.327683615819209,0.12033898305084746,0.07255520504731862,0.00847457627118644,0.40476190476190477,0.4430379746835443,0.5,0.0
2968,71701,0.205761316872428,0.09670079635949944,0.005644402634054563,0.016025641025641024,0.7586206896551724,0.6193895870736086,0.3224043715846995,0.29891304347826086
2969,71801,0.23382045929018788,0.040983606557377046,0.09783631232361242,0.018,0.6470588235294118,0.4107744107744108,0.39285714285714285,0.14102564102564102
2970,71108,0.050724637681159424,0.18953488372093022,0.0,0.10646387832699619,0.7,0.39823982398239827,0.3389830508474576,0.32075471698113206
2971,71241,0.0547945205479452,0.05457227138643068,0.01928374655647383,0.008676789587852495,0.4431818181818182,0.5,0.4,0.31868131868131866
2972,71235,0.12087912087912088,0.09649122807017543,0.01327433628318584,0.0,1.0,0.1968503937007874,0.0,0.0
