,NAME,Proportion_of_married-couple_families_below_the_poverty_level_where_householder_did_not_graduate_high_school,Proportion_of_married-couple_families_below_the_poverty_level_where_householder's_highest_education_=_high_school_graduate/equivalent,Proportion_of_married-couple_families_below_the_poverty_level_where_householder's_highest_education_=_some_college_or_associate's_degree,Proportion_of_married-couple_families_below_the_poverty_level_where_householder's_highest_education_level_=_bachelor's_degree_or_higher,Proportion_of_female-householder_families_below_the_poverty_level_where_householder_did_not_graduate_high_school,Proportion_of_female-householder_families_below_the_poverty_level_where_householder's_highest_education_=_high_school_graduate/equivalent,Proportion_of_female-householder_families_below_the_poverty_level_where_householder's_highest_education_=_some_college_or_associate's_degree,Proportion_of_female-householder_families_below_the_poverty_level_where_householder's_highest_education_level_=_bachelor's_degree_or_higher
7501,77581,0.0035026269702276708,0.043450479233226834,0.05097214923804519,0.013094278807413377,0.0,0.059113300492610835,0.1393841166936791,0.07801418439716312
7502,77583,0.1688191881918819,0.12948100588550027,0.0,0.008045433033601515,0.08791208791208792,0.06944444444444445,0.205,0.20170454545454544
7503,77587,0.17341040462427745,0.09591836734693877,0.016494845360824743,0.0,0.336734693877551,0.2168141592920354,0.521978021978022,0.0
7504,77640,0.17422434367541767,0.056074766355140186,0.08284883720930232,0.15591397849462366,0.5425531914893617,0.3459915611814346,0.31938325991189426,0.1171875
7505,77662,0.13612565445026178,0.0921723019916628,0.013276434329065908,0.0,0.41818181818181815,0.296,0.14285714285714285,0.0
7506,77665,0.28225806451612906,0.1417910447761194,0.03133903133903134,0.006006006006006006,1.0,0.7372881355932204,0.20481927710843373,0.0
7507,63670,0.078125,0.059588299024918745,0.0,0.0,1.0,0.125,0.847457627118644,0.0
7508,63701,0.31086142322097376,0.07486263736263736,0.06286080821039128,0.01195814648729447,0.24324324324324326,0.40789473684210525,0.2775862068965517,0.20391061452513967
7509,63730,0.0,0.06513409961685823,0.1566265060240964,0.0297029702970297,0.0,0.0,0.34375,0.0
7510,63801,0.07951807228915662,0.05405405405405406,0.1383893666927287,0.0,0.5695538057742782,0.5444234404536862,0.2393617021276596,0.1588235294117647
7511,63935,0.2150170648464164,0.1,0.2248995983935743,0.0,0.6190476190476191,0.4134078212290503,0.35602094240837695,0.0
7513,63026,0.04666666666666667,0.04300385109114249,0.013053167780961477,0.012532981530343008,0.0,0.4475743348982786,0.22557471264367815,0.027624309392265192
7514,63044,0.0,0.022792022792022793,0.02976190476190476,0.027190332326283987,0.0,0.125,0.21739130434782608,0.0
7515,63049,0.287292817679558,0.08991825613079019,0.039570757880617036,0.015165031222123104,0.0,0.2033898305084746,0.1935483870967742,0.17142857142857143
7516,63052,0.14285714285714285,0.035804020100502515,0.024225575853852262,0.0,0.5,0.038461538461538464,0.2,0.07142857142857142
7517,63048,0.0,0.10328638497652583,0.02608695652173913,0.0,0.0,0.0,0.08,0.0
7518,63650,0.2247191011235955,0.13268608414239483,0.1834862385321101,0.0,0.7894736842105263,0.28169014084507044,0.7058823529411765,0.2
7519,63740,0.21481481481481482,0.019851116625310174,0.013513513513513514,0.058823529411764705,0.0,0.625,0.3130434782608696,0.0
7520,63755,0.026845637583892617,0.030095759233926128,0.061653116531165314,0.012293144208037825,0.08641975308641975,0.22941176470588234,0.27828054298642535,0.0
7521,63780,0.06666666666666667,0.04793028322440087,0.05555555555555555,0.007434944237918215,0.425531914893617,0.3381294964028777,0.21794871794871795,0.0
7522,63830,0.0,0.0,0.026615969581749048,0.0,0.44285714285714284,0.3392070484581498,0.3744292237442922,0.6847826086956522
7523,63845,0.22535211267605634,0.12236286919831224,0.0,0.16233766233766234,0.3107344632768362,0.38461538461538464,0.5230769230769231,0.0
7524,63016,0.0,0.0575,0.02464788732394366,0.0,0.5517241379310345,0.2152777777777778,0.3502824858757062,0.0
7525,77009,0.21830985915492956,0.20079787234042554,0.038910505836575876,0.011355034065102196,0.4423676012461059,0.5,0.20958083832335328,0.03067484662576687
7526,77014,0.21830985915492956,0.15404040404040403,0.07142857142857142,0.01981981981981982,0.6722689075630253,0.33557951482479786,0.2556663644605621,0.0
7527,77031,0.2616279069767442,0.0,0.035211267605633804,0.0205761316872428,0.46320346320346323,0.3671497584541063,0.42042755344418054,0.0
7528,77034,0.13454545454545455,0.07021517553793885,0.13548387096774195,0.014127144298688193,0.5482456140350878,0.4505649717514124,0.24617196702002356,0.0547945205479452
7529,77055,0.3142650253439537,0.2554112554112554,0.024489795918367346,0.022507122507122508,0.502865329512894,0.3716012084592145,0.3089430894308943,0.10364145658263306
7530,77072,0.14409778063686074,0.16314496314496316,0.14192708333333334,0.11847988077496274,0.5807504078303426,0.35899450117831894,0.17768595041322313,0.08670520231213873
7531,77035,0.2774518021793797,0.18469656992084432,0.09674418604651162,0.009188361408882083,0.6383363471971067,0.4392156862745098,0.26523297491039427,0.0536480686695279
7532,77041,0.08405797101449275,0.06409322651128915,0.012121212121212121,0.016450490351154697,0.2639593908629442,0.21183206106870228,0.15939278937381404,0.0
7533,77050,0.2864721485411141,0.11711711711711711,0.0,0.0,0.36936936936936937,0.0,0.4868421052631579,0.0
7534,77063,0.4062992125984252,0.21087533156498675,0.08929946112394149,0.05006377551020408,0.611353711790393,0.15355805243445692,0.29403973509933773,0.18471337579617833
7535,77071,0.2135306553911205,0.01954732510288066,0.021917808219178082,0.058231868713605084,0.3183856502242152,0.4026717557251908,0.2821997105643994,0.19195612431444242
7536,77074,0.2696871628910464,0.20485584218512898,0.07603890362511052,0.1961089494163424,0.5982028241335045,0.41683778234086244,0.308300395256917,0.23697916666666666
7538,74436,0.04878048780487805,0.10354223433242507,0.04843304843304843,0.034334763948497854,0.1875,0.5694444444444444,0.7755102040816326,0.0
7539,74571,0.18181818181818182,0.1645021645021645,0.008695652173913044,0.06521739130434782,0.8,0.5694444444444444,0.4845360824742268,0.0
7540,74604,0.037037037037037035,0.06707317073170732,0.03285420944558522,0.01517706576728499,0.5641025641025641,0.6394557823129252,0.3395061728395062,0.05128205128205128
7541,74864,0.0,0.0,0.046357615894039736,0.0,0.8936170212765957,0.10869565217391304,0.13513513513513514,0.33962264150943394
7542,74937,0.5168539325842697,0.14749262536873156,0.19169329073482427,0.0,0.43902439024390244,0.32142857142857145,0.379746835443038,0.0
7543,79423,0.10826771653543307,0.06860158311345646,0.06449136276391555,0.010153756890049319,0.32061068702290074,0.1793103448275862,0.11559888579387187,0.229126213592233
7544,79424,0.1032258064516129,0.0613540197461213,0.018511925952296192,0.007011393514460999,0.359375,0.07644628099173553,0.23573573573573572,0.030211480362537766
7545,79521,0.0,0.0,0.1912568306010929,0.0,0.7027027027027027,0.4393939393939394,0.696969696969697,0.0
7546,79536,0.21518987341772153,0.04878048780487805,0.01978021978021978,0.018050541516245487,1.0,0.0,0.3162393162393162,0.0
7547,79022,0.06079664570230608,0.04263565891472868,0.026113671274961597,0.0,0.06578947368421052,0.2289156626506024,0.0,0.0
7548,61801,0.0,0.0,0.02973977695167286,0.04673342870767763,0.5882352941176471,0.3366013071895425,0.4563380281690141,0.15985130111524162
7549,61434,0.0,0.02586206896551724,0.10270270270270271,0.0,0.625,1.0,0.6052631578947368,0.0
7550,61738,0.0,0.061224489795918366,0.0,0.0,0.0,0.24242424242424243,0.4507042253521127,0.0
7553,61832,0.29394812680115273,0.13536269430051814,0.08628659476117104,0.009017132551848512,0.7329842931937173,0.341130604288499,0.42163801820020225,0.25
7554,61833,0.078125,0.05113636363636364,0.07407407407407407,0.0,0.4,1.0,0.5517241379310345,0.0
7555,61061,0.28378378378378377,0.02881844380403458,0.0,0.0,0.631578947368421,0.48148148148148145,0.0,0.0
7556,61068,0.11363636363636363,0.09517426273458444,0.0,0.006980802792321117,0.0,0.21428571428571427,0.1779935275080906,0.11594202898550725
7557,61008,0.14164004259850904,0.058258258258258255,0.03467908902691511,0.02770935960591133,0.3125,0.22510822510822512,0.3197424892703863,0.0
7558,61010,0.0,0.0,0.0,0.023140495867768594,0.0,0.07936507936507936,0.10784313725490197,0.0
7559,61036,0.02197802197802198,0.0,0.022044088176352707,0.02278481012658228,0.0,0.0,0.0,0.6666666666666666
7561,61081,0.0,0.03485254691689008,0.07396271797955502,0.0,0.1810344827586207,0.16606498194945848,0.145748987854251,0.07537688442211055
7562,61114,0.0,0.02967359050445104,0.0,0.0,1.0,0.0,0.09943181818181818,0.17159763313609466
7563,61231,0.0,0.007772020725388601,0.0,0.0,1.0,0.10714285714285714,0.3409090909090909,1.0
7566,61244,0.08114035087719298,0.034080717488789235,0.04554079696394687,0.05419766206163656,0.4027777777777778,0.5015673981191222,0.2979214780600462,0.0
7567,61265,0.14992721979621543,0.03398926654740608,0.0381328073635766,0.0035198873636043647,0.31808278867102396,0.4344262295081967,0.28697355533790403,0.07552083333333333
7568,61301,0.10552763819095477,0.0,0.0,0.020253164556962026,0.5306122448979592,0.6428571428571429,0.3617886178861789,0.0
7569,84098,0.0,0.0,0.018691588785046728,0.010232300884955753,0.7212121212121212,0.0,0.07407407407407407,0.046218487394957986
7570,84105,0.0,0.07518796992481203,0.009641873278236915,0.009489528795811518,0.2692307692307692,0.12222222222222222,0.2222222222222222,0.05
7571,84124,0.17721518987341772,0.029850746268656716,0.0088339222614841,0.020603165123917588,0.0,0.10884353741496598,0.08396946564885496,0.09375
7573,84075,0.0,0.0,0.0144014401440144,0.0,0.0,0.0,0.30869565217391304,0.2146341463414634
7574,84017,0.0,0.02304147465437788,0.004555808656036446,0.0,0.20833333333333334,0.0,0.0,0.0
7575,84015,0.018333333333333333,0.013745704467353952,0.024251069900142655,0.013958682300390842,0.3496932515337423,0.1786833855799373,0.22594142259414227,0.05454545454545454
7576,85735,0.021660649819494584,0.044755244755244755,0.08523908523908524,0.0,0.2727272727272727,0.1686046511627907,0.22624434389140272,0.4666666666666667
7577,85018,0.2317596566523605,0.17138599105812222,0.07816711590296496,0.007692307692307693,0.24034334763948498,0.46875,0.046181172291296625,0.15203426124197003
7578,85207,0.2336448598130841,0.03177083333333333,0.052400548696845,0.026499894000423997,0.4132231404958678,0.3477088948787062,0.2964824120603015,0.078397212543554
7579,85043,0.2487382840663302,0.09356014580801944,0.05517241379310345,0.037786774628879895,0.3893805309734513,0.26865671641791045,0.32512953367875647,0.375
7580,85233,0.0,0.012360939431396786,0.03257731958762886,0.015407407407407408,0.0,0.1559633027522936,0.12212389380530973,0.07889546351084813
7581,85607,0.20634920634920634,0.06578947368421052,0.08574610244988864,0.0,0.6087962962962963,0.4420485175202156,0.421455938697318,0.1951219512195122
7582,85929,0.0,0.06111111111111111,0.032015065913371,0.056338028169014086,0.19230769230769232,0.4672897196261682,0.40588235294117647,0.0
7583,85042,0.1995268138801262,0.07674236491777604,0.02290448343079922,0.006489994591671174,0.4124031007751938,0.23096774193548386,0.1369969040247678,0.0
7586,85119,0.16195372750642673,0.051775147928994084,0.017452830188679245,0.04717655468191565,0.55,0.33678756476683935,0.23809523809523808,0.0
7587,85120,0.12437810945273632,0.08221993833504625,0.01560522986081822,0.032411820781696854,0.3893129770992366,0.21957671957671956,0.11311053984575835,0.10743801652892562
7588,85122,0.1923676012461059,0.09280655982109579,0.039776075427224514,0.02878138395590937,0.34554140127388533,0.40329218106995884,0.19745222929936307,0.06521739130434782
7589,85123,0.6551724137931034,0.12159709618874773,0.04606060606060606,0.0,0.5396825396825397,0.7777777777777778,0.0,0.0
7590,85128,0.08762886597938144,0.028824833702882482,0.030413625304136254,0.07782101167315175,0.35833333333333334,0.33509234828496043,0.2711864406779661,0.36363636363636365
7591,85131,0.16893732970027248,0.10590631364562118,0.07563025210084033,0.0759493670886076,0.6548672566371682,0.5454545454545454,0.5066079295154186,0.0
7592,85028,0.0,0.0,0.022950819672131147,0.015134736064968624,0.0,0.22115384615384615,0.0627177700348432,0.14958448753462603
7593,89115,0.1853959222380275,0.1669545192861255,0.10444777611194403,0.06906077348066299,0.4714086471408647,0.3594632768361582,0.36264402668283807,0.43333333333333335
7594,89130,0.1391509433962264,0.02197802197802198,0.020729684908789386,0.010913268236645606,0.34615384615384615,0.3154121863799283,0.24059405940594059,0.03571428571428571
7595,89141,0.09274193548387097,0.04455445544554455,0.02742529676627098,0.017844136926438457,0.4716981132075472,0.06557377049180328,0.155893536121673,0.12195121951219512
7596,89147,0.140625,0.05333333333333334,0.029767441860465118,0.018774703557312252,0.21403508771929824,0.22188755020080322,0.15571955719557196,0.048426150121065374
7597,89419,0.030303030303030304,0.002898550724637681,0.0,0.147239263803681,1.0,0.0,0.5842696629213483,0.52
7598,89431,0.229126213592233,0.048954895489548955,0.011714589989350373,0.05874316939890711,0.5098314606741573,0.3071324599708879,0.1743119266055046,0.04182509505703422
7599,89445,0.0735930735930736,0.03796203796203796,0.03587115666178624,0.0,0.17391304347826086,0.24607329842931938,0.5108695652173914,0.0
7600,89703,0.23728813559322035,0.05092592592592592,0.04790419161676647,0.029462738301559793,0.7,0.00980392156862745,0.07633587786259542,0.13095238095238096
7601,89410,0.44545454545454544,0.043701799485861184,0.0475785896346644,0.002512562814070352,0.48,0.0,0.003067484662576687,0.0
7602,89449,0.0,0.11382113821138211,0.16818181818181818,0.0,0.0,0.0,0.0,0.0
7603,63023,0.0,0.13136729222520108,0.0,0.0,1.0,0.4675324675324675,0.128,1.0
7604,63037,0.037037037037037035,0.027210884353741496,0.0,0.013422818791946308,1.0,0.0,0.425531914893617,0.0
7605,63069,0.20512820512820512,0.06913183279742766,0.02512562814070352,0.019090909090909092,0.11214953271028037,0.0,0.3103448275862069,0.0
7606,63080,0.21551724137931033,0.03867403314917127,0.017921146953405017,0.0,0.6893203883495146,0.34782608695652173,0.37410071942446044,0.0
7607,63129,0.0,0.024719101123595506,0.01002290950744559,0.003883823032759203,0.5436241610738255,0.03759398496240601,0.1360655737704918,0.13595166163141995
7608,63133,0.0,0.2543859649122807,0.16826923076923078,0.0,0.3885350318471338,0.7741046831955923,0.4068181818181818,0.0
7609,63137,0.18181818181818182,0.0,0.07930607187112763,0.0,0.44313725490196076,0.47896440129449835,0.30994550408719346,0.044585987261146494
7610,63301,0.05514705882352941,0.04734411085450346,0.04379297864639884,0.008570708343836652,0.4258064516129032,0.21114864864864866,0.2820838627700127,0.09714285714285714
7611,63552,0.0,0.0,0.06724511930585683,0.015384615384615385,0.36363636363636365,0.5346534653465347,0.3048780487804878,0.24444444444444444
7612,73942,0.10970464135021098,0.1552511415525114,0.016786570743405275,0.014373716632443531,0.4205607476635514,0.46875,0.7659574468085106,0.40186915887850466
7613,73026,0.10365853658536585,0.029411764705882353,0.08548931383577053,0.014056224899598393,0.4,0.5306122448979592,0.3394495412844037,0.0
7614,73028,0.48,0.023622047244094488,0.06880733944954129,0.0,1.0,0.46,0.8,0.0
7615,73034,0.10355987055016182,0.006369426751592357,0.03260403260403261,0.003862196817549822,0.38016528925619836,0.3929824561403509,0.3736434108527132,0.11455847255369929
7616,73052,0.19083969465648856,0.0,0.022900763358778626,0.0,0.5510204081632653,0.4318181818181818,0.23333333333333334,0.0
7617,73064,0.12184873949579832,0.017293233082706767,0.018902439024390243,0.0,0.0,0.17647058823529413,0.09839816933638444,0.0
7620,73118,0.05042016806722689,0.2289156626506024,0.0446927374301676,0.004691164972634871,0.0,0.09859154929577464,0.02097902097902098,0.19708029197080293
7621,73128,0.0,0.0,0.0,0.0,0.3611111111111111,0.16326530612244897,0.13513513513513514,0.0
7623,73135,0.036,0.1540020263424519,0.0007692307692307692,0.008113590263691683,0.2807017543859649,0.4690831556503198,0.13941018766756033,0.15916955017301038
7624,73141,0.0,0.0,0.0,0.0,0.5238095238095238,0.0,0.06666666666666667,0.0
7625,73160,0.04730831973898858,0.04030797101449275,0.01788344203660846,0.0,0.18627450980392157,0.2754491017964072,0.2339598185353208,0.015100671140939598
7626,75230,0.0,0.0,0.11509229098805646,0.002276961291658042,0.3790322580645161,0.40540540540540543,0.0947867298578199,0.036939313984168866
7627,75236,0.17692307692307693,0.061391541609822645,0.07541899441340782,0.0,0.21761658031088082,0.2891891891891892,0.20348837209302326,0.21428571428571427
7628,75410,0.28169014084507044,0.09322033898305085,0.0,0.0,0.5,0.575,0.0,0.0
7629,75167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38461538461538464
7630,75180,0.2155576382380506,0.11191335740072202,0.09142857142857143,0.029850746268656716,0.45481049562682213,0.292,0.1388888888888889,0.0
7631,75203,0.2824858757062147,0.060240963855421686,0.1524822695035461,0.12222222222222222,0.35947712418300654,0.5747126436781609,0.37264150943396224,0.0
7632,79316,0.11731843575418995,0.22437137330754353,0.0,0.0,0.6212121212121212,0.3465346534653465,0.08875739644970414,0.0
7633,79331,0.46471600688468157,0.053830227743271224,0.04771784232365145,0.04975124378109453,0.08333333333333333,0.39481268011527376,0.3933333333333333,0.5480769230769231
7634,79410,0.45454545454545453,0.0,0.15593220338983052,0.04406779661016949,0.34177215189873417,0.5625,0.4507042253521127,0.38095238095238093
7635,79416,0.13894736842105262,0.01264367816091954,0.051434759068760154,0.0739202657807309,1.0,0.14388489208633093,0.445993031358885,0.047619047619047616
7636,79553,0.0,0.0,0.0,0.0,0.0,0.5645161290322581,0.5740740740740741,0.0
7637,79601,0.22279792746113988,0.06437768240343347,0.09542356377799416,0.008356545961002786,0.21100917431192662,0.4524714828897338,0.25872093023255816,0.08843537414965986
7638,79603,0.1819620253164557,0.07160493827160494,0.046065259117082535,0.01649175412293853,0.6697674418604651,0.4035433070866142,0.25142857142857145,0.26865671641791045
7640,79761,0.10542476970317298,0.061051004636785165,0.022222222222222223,0.012364760432766615,0.3761348897535668,0.337037037037037,0.07954545454545454,0.0
7642,79403,0.14258188824662812,0.043410852713178294,0.037037037037037035,0.0,0.27860696517412936,0.43804034582132567,0.40186915887850466,0.16666666666666666
7643,79404,0.2318840579710145,0.017094017094017096,0.22456140350877193,0.048458149779735685,0.515625,0.2454308093994778,0.517948717948718,0.0
7644,79407,0.2100456621004566,0.036337209302325583,0.03765690376569038,0.039341262580054895,0.8097560975609757,0.3151515151515151,0.32763532763532766,0.0
7645,79412,0.2966292134831461,0.2237960339943343,0.02495201535508637,0.11910669975186104,0.6161616161616161,0.310126582278481,0.1857379767827529,0.0
7646,79413,0.0,0.07738095238095238,0.06613047363717604,0.005865102639296188,0.14754098360655737,0.45925925925925926,0.287109375,0.10357142857142858
7648,79705,0.17437722419928825,0.019943019943019943,0.006562756357670222,0.009612403100775194,0.46833013435700577,0.43317972350230416,0.22053872053872053,0.019138755980861243
7649,79706,0.05396825396825397,0.047275641025641024,0.00996483001172333,0.019182652210175146,0.8984771573604061,0.2344213649851632,0.0,0.0
7651,62010,0.0,0.06060606060606061,0.021956087824351298,0.02557200538358008,0.6153846153846154,0.11904761904761904,0.04065040650406504,0.0
7652,62040,0.07495741056218058,0.07129241326725123,0.07261029411764706,0.012363636363636363,0.40691489361702127,0.36306729264475746,0.3807829181494662,0.12195121951219512
7653,62260,0.0,0.0,0.027573529411764705,0.0364963503649635,0.7,0.0,0.0,0.0
7654,62263,0.0,0.04297994269340974,0.0,0.0,0.0,0.13157894736842105,0.20869565217391303,0.0
7656,62278,0.08823529411764706,0.036281179138321996,0.0532724505327245,0.0,0.7575757575757576,0.07142857142857142,0.5666666666666667,0.0
7658,61610,0.12631578947368421,0.064,0.0,0.0,0.8035714285714286,0.05217391304347826,0.13157894736842105,0.0
7659,61820,0.16,0.09931506849315068,0.10975609756097561,0.12858141160027953,0.379746835443038,0.26288659793814434,0.38764044943820225,0.2205128205128205
7660,61858,0.0,0.03180212014134275,0.0,0.1485148514851485,0.0,0.3333333333333333,0.2268041237113402,0.0
7661,61866,0.027777777777777776,0.11844331641285956,0.04062909567496723,0.0,0.22302158273381295,0.3879093198992443,0.35985533453887886,0.03571428571428571
7662,61910,0.04182509505703422,0.07555555555555556,0.02666666666666667,0.0,0.21666666666666667,0.5517241379310345,0.225,0.0
7663,61834,0.0,0.041353383458646614,0.011922503725782414,0.04854368932038835,1.0,0.11538461538461539,0.0,0.0
7664,61846,0.0,0.024464831804281346,0.06791569086651054,0.0,1.0,0.15079365079365079,0.9090909090909091,0.2857142857142857
7667,61364,0.138,0.08032128514056225,0.04012112036336109,0.10493827160493827,0.46808510638297873,0.453125,0.3286384976525822,0.40384615384615385
7668,61704,0.25,0.03167420814479638,0.009873060648801129,0.009220985691573928,0.28888888888888886,0.4080717488789238,0.25925925925925924,0.16561844863731656
7671,89502,0.046845721424109935,0.07894736842105263,0.07865892972275951,0.014234875444839857,0.41965678627145087,0.3292847503373819,0.24588477366255143,0.10181818181818182
7672,89512,0.18604651162790697,0.10131332082551595,0.13416009019165728,0.03317535545023697,0.2976190476190476,0.39920948616600793,0.2469325153374233,0.08064516129032258
7673,89705,0.12844036697247707,0.0,0.029876977152899824,0.0,0.46153846153846156,0.0,0.3063583815028902,0.0
7674,89706,0.03834355828220859,0.01761252446183953,0.025711662075298437,0.0,0.6161616161616161,0.38636363636363635,0.13043478260869565,0.0
7675,89408,0.06796116504854369,0.013232514177693762,0.046296296296296294,0.15953307392996108,0.45454545454545453,0.0,0.0,0.0
7676,89523,0.06140350877192982,0.02491506228765572,0.021998166819431713,0.017687434002111934,0.27848101265822783,0.35365853658536583,0.09395973154362416,0.07563025210084033
7677,89820,0.4032258064516129,0.0,0.03074141048824593,0.0,0.13725490196078433,0.5287356321839081,0.0,0.0
7679,89027,0.09523809523809523,0.028985507246376812,0.031836270608300174,0.022318214542836574,0.2517985611510791,0.10126582278481013,0.12953367875647667,0.07377049180327869
7680,89030,0.207501019160212,0.2188044109112014,0.22807017543859648,0.08053691275167785,0.5033063923585599,0.4178082191780822,0.24650571791613723,0.12987012987012986
7681,89031,0.04338842975206612,0.03956343792633015,0.02297660939764024,0.02401010951979781,0.26280623608017817,0.23209876543209876,0.1926605504587156,0.06515151515151515
7682,89120,0.18858560794044665,0.08350730688935282,0.02927289896128423,0.027835051546391754,0.0,0.03580562659846547,0.38173302107728335,0.03755868544600939
7683,89121,0.1314003701418877,0.07674684994272624,0.10588235294117647,0.04360812425328554,0.37813211845102507,0.36663844199830653,0.18935837245696402,0.022222222222222223
7684,89444,0.05813953488372093,0.0374331550802139,0.01856763925729443,0.031746031746031744,0.25,0.3157894736842105,0.23333333333333334,0.0
7685,89503,0.0,0.11558441558441558,0.0049680624556423,0.025893958076448828,0.6597938144329897,0.07407407407407407,0.16909620991253643,0.0
7686,89048,0.06236559139784946,0.11577608142493638,0.06512210394489668,0.040280210157618214,0.0,0.33819241982507287,0.5929203539823009,0.0
7688,89104,0.14863813229571984,0.11880466472303207,0.14214463840399003,0.11318242343541944,0.5189718482252142,0.3564356435643564,0.3731958762886598,0.01875
7689,89117,0.2882447665056361,0.12237762237762238,0.05337262606417813,0.03138373751783167,0.5066666666666667,0.1768617021276596,0.10625470987189148,0.09717868338557993
7690,89118,0.09947643979057591,0.07222222222222222,0.06466165413533835,0.034739454094292806,0.2878787878787879,0.2744479495268139,0.11416490486257928,0.07329842931937172
7691,89119,0.26631393298059963,0.09917355371900827,0.13870967741935483,0.08652094717668488,0.39926289926289926,0.21727019498607242,0.33201970443349754,0.1452513966480447
7692,89122,0.16683518705763398,0.1131979695431472,0.05808285946385053,0.035424354243542434,0.5086848635235732,0.22991967871485944,0.24386617100371746,0.12533333333333332
7693,89123,0.12323943661971831,0.06478102189781022,0.026550868486352356,0.026744186046511628,0.0,0.10491803278688525,0.10353535353535354,0.04288939051918736
7694,89142,0.0755813953488372,0.07617504051863858,0.046538024971623154,0.07988165680473373,0.45972495088408644,0.21174863387978143,0.2238372093023256,0.08080808080808081
7695,89701,0.10197368421052631,0.02122641509433962,0.07881498043599776,0.027611940298507463,0.34545454545454546,0.30839002267573695,0.12361331220285261,0.0398406374501992
7697,89014,0.08084358523725835,0.06394453004622497,0.0380952380952381,0.003418803418803419,0.17391304347826086,0.2317241379310345,0.11257309941520467,0.08571428571428572
7698,89029,0.022900763358778626,0.021367521367521368,0.05162523900573614,0.03496503496503497,0.0,0.1871345029239766,0.2898550724637681,0.0
7699,89040,0.0,0.0,0.09198813056379822,0.0,0.0,0.0,0.3333333333333333,0.0
7700,89103,0.1516155758077879,0.10210526315789474,0.06819077650768625,0.0572289156626506,0.4701627486437613,0.2729103726082578,0.15532425940752603,0.0
7702,89139,0.13535911602209943,0.021551724137931036,0.03546391752577319,0.011530815109343936,0.09,0.22935779816513763,0.0752157829839704,0.09226932668329177
7703,75209,0.1908713692946058,0.0,0.013824884792626729,0.015968925334484248,0.0,0.0,0.0,0.0
7704,75215,0.07161125319693094,0.05361930294906166,0.05397727272727273,0.0,0.4015444015444015,0.23541247484909456,0.4708029197080292,0.0
7705,75218,0.07712765957446809,0.0,0.06044678055190539,0.01731996353691887,0.30434782608695654,0.0,0.045064377682403435,0.0
7706,75228,0.20444824636441403,0.16025900445163901,0.07257694074414332,0.049700874367234235,0.4427131072410632,0.36779026217228467,0.2847222222222222,0.06312292358803986
7707,75234,0.1528788881535407,0.045346062052505964,0.03194103194103194,0.007532122286220647,0.20853080568720378,0.13501144164759726,0.04672897196261682,0.0
7708,75237,0.11377245508982035,0.2177121771217712,0.09554140127388536,0.0,0.3424124513618677,0.47401247401247404,0.4163726182074806,0.10077519379844961
7709,75401,0.15310077519379844,0.03734439834024896,0.015894039735099338,0.14864864864864866,0.42,0.29069767441860467,0.49333333333333335,0.2608695652173913
7710,75402,0.13059701492537312,0.07544910179640718,0.015306122448979591,0.03414996288047513,0.593103448275862,0.14351851851851852,0.0,0.23645320197044334
7711,75407,0.14659685863874344,0.008368200836820083,0.02413793103448276,0.0,0.7377049180327869,0.4292682926829268,0.0,0.14754098360655737
7712,75418,0.20085470085470086,0.05390070921985816,0.021768707482993196,0.012569832402234637,0.75,0.21212121212121213,0.05913978494623656,0.0
7713,75452,0.2661290322580645,0.07716049382716049,0.0728476821192053,0.0,0.0,0.19540229885057472,0.0,0.5862068965517241
7714,75495,0.0,0.03981264637002342,0.011577424023154847,0.02348993288590604,0.0,0.5784313725490197,0.26143790849673204,0.0
7715,75551,0.16942148760330578,0.11479944674965421,0.0906801007556675,0.02356902356902357,0.6060606060606061,0.292817679558011,0.22077922077922077,0.0
7717,76208,0.12719298245614036,0.0,0.05514458641560188,0.016868512110726645,0.07692307692307693,0.10550458715596331,0.2547945205479452,0.07434944237918216
7718,76082,0.0735009671179884,0.09504132231404959,0.0748587570621469,0.0,0.27956989247311825,0.29277566539923955,0.30120481927710846,0.4230769230769231
7719,76133,0.15943396226415094,0.10682046138415245,0.0376278118609407,0.027084214980956412,0.1779935275080906,0.4311624072547403,0.2465078060805259,0.0
7720,76258,0.0502092050209205,0.1094224924012158,0.029411764705882353,0.016574585635359115,0.0,1.0,0.23809523809523808,0.0
7721,76008,0.0,0.0,0.02310536044362292,0.009921313718782073,0.0,0.0,0.10738255033557047,0.03954802259887006
7722,76006,0.0625,0.0,0.03189066059225513,0.021691973969631236,0.4889867841409692,0.16804407713498623,0.12919896640826872,0.08267716535433071
7723,76011,0.18157181571815717,0.09037328094302555,0.11265432098765432,0.05739514348785872,0.6751592356687898,0.5324324324324324,0.4470404984423676,0.09405940594059406
7724,76021,0.08552631578947369,0.013409961685823755,0.051923076923076926,0.013687600644122383,0.16447368421052633,0.06484641638225255,0.06648575305291723,0.05451127819548872
7725,76039,0.2560747663551402,0.021608643457382955,0.027404343329886244,0.03944390559327514,0.25287356321839083,0.09859154929577464,0.23258559622195984,0.03459637561779242
7726,76043,0.26,0.18342151675485008,0.03125,0.09429824561403509,0.8166666666666667,0.8767123287671232,0.4,0.3488372093023256
7729,76102,0.0,0.21739130434782608,0.0,0.0,0.3194444444444444,0.5818181818181818,0.8135593220338984,0.0
